4.444444444444444198e-01,0.000000000000000000e+00,1.538461538461538547e-01,6.692101149294311181e+05
1.111111111111111049e-01,5.143661971830986168e-01,5.384615384615384359e-01,4.970328812369471998e+05
8.888888888888888395e-01,5.143661971830986168e-01,5.384615384615384359e-01,7.192175012369471369e+05
1.000000000000000000e+00,1.042253521126760563e-01,9.230769230769231282e-01,8.034843369504637085e+05
3.333333333333333148e-01,1.678873239436619591e-01,6.153846153846154188e-01,6.351443639110985678e+05
1.111111111111111049e-01,1.000000000000000000e+00,4.615384615384615641e-01,6.008910508572765393e+05
6.666666666666666297e-01,8.670422535211267379e-01,6.153846153846154188e-01,7.112461314326304710e+05
1.000000000000000000e+00,5.487323943661971404e-01,6.923076923076922906e-01,7.359118579669728642e+05
3.333333333333333148e-01,4.321126760563380187e-01,4.615384615384615641e-01,5.868337891183892498e+05
4.444444444444444198e-01,7.549295774647887258e-01,8.461538461538461453e-01,6.177501599192636786e+05
0.000000000000000000e+00,5.645070422535211074e-01,3.076923076923077094e-01,4.498577625970788067e+05
8.888888888888888395e-01,7.408450704225352235e-01,9.230769230769231282e-01,7.244421787274451926e+05
0.000000000000000000e+00,9.870422535211267334e-01,9.230769230769231282e-01,5.490683804500827100e+05
0.000000000000000000e+00,7.408450704225352235e-01,3.076923076923077094e-01,4.598594587274452788e+05
1.000000000000000000e+00,9.870422535211267334e-01,1.538461538461538547e-01,8.368539104500827380e+05
5.555555555555555802e-01,8.281690140845070491e-01,9.230769230769231282e-01,6.681933679983787006e+05
1.111111111111111049e-01,4.969014084507042406e-01,8.461538461538461453e-01,4.983252227244100650e+05
7.777777777777777901e-01,6.929577464788731767e-02,7.692307692307692735e-01,7.612398118735133903e+05
6.666666666666666297e-01,5.318309859154929375e-01,3.846153846153846367e-01,6.688571537311212160e+05
7.777777777777777901e-01,6.929577464788731767e-02,3.846153846153846367e-01,7.620048118735133903e+05
1.000000000000000000e+00,8.281690140845070491e-01,4.615384615384615641e-01,7.672765279983788496e+05
2.222222222222222099e-01,9.211267605633802757e-01,6.923076923076922906e-01,6.004959612148324959e+05
1.000000000000000000e+00,5.645070422535211074e-01,2.307692307692307820e-01,7.356767925970787182e+05
3.333333333333333148e-01,5.487323943661971404e-01,7.692307692307692735e-01,5.714899579669729574e+05
4.444444444444444198e-01,3.442253521126760751e-01,3.076923076923077094e-01,6.383749933498312021e+05
1.111111111111111049e-01,1.000000000000000000e+00,7.692307692307692735e-02,6.012960508572765393e+05
1.000000000000000000e+00,1.723943661971830965e-01,8.461538461538461453e-01,7.978814702069425257e+05
8.888888888888888395e-01,4.884507042253521392e-01,8.461538461538461453e-01,7.215516247340296395e+05
0.000000000000000000e+00,1.678873239436619591e-01,8.461538461538461453e-01,5.132774339110985748e+05
5.555555555555555802e-01,8.281690140845070491e-01,7.692307692307692735e-02,6.696783679983787006e+05
6.666666666666666297e-01,3.228169014084507071e-01,1.000000000000000000e+00,7.016943766874627909e+05
4.444444444444444198e-01,8.670422535211267379e-01,5.384615384615384359e-01,6.507211314326304710e+05
6.666666666666666297e-01,1.678873239436619591e-01,5.384615384615384359e-01,7.303532939110985026e+05
8.888888888888888395e-01,9.802816901408450967e-02,6.923076923076922906e-01,7.842938653672726359e+05
4.444444444444444198e-01,2.287323943661971892e-01,7.692307692307692735e-02,6.612100549412772525e+05
1.000000000000000000e+00,5.645070422535211074e-01,7.692307692307692735e-02,7.357847925970787182e+05
4.444444444444444198e-01,8.557746478873239360e-01,7.692307692307692735e-01,6.460920076797519578e+05
5.555555555555555802e-01,5.391549295774648032e-01,0.000000000000000000e+00,6.397162724994892487e+05
1.111111111111111049e-01,5.645070422535211074e-01,7.692307692307692735e-02,4.934594325970787322e+05
3.333333333333333148e-01,5.278873239436620013e-01,3.076923076923077094e-01,5.740879053577650338e+05
8.888888888888888395e-01,5.645070422535211074e-01,3.076923076923077094e-01,7.155111225970786763e+05
7.777777777777777901e-01,9.870422535211267334e-01,2.307692307692307820e-01,7.935705704500826541e+05
1.111111111111111049e-01,5.143661971830986168e-01,1.000000000000000000e+00,4.958448812369471998e+05
4.444444444444444198e-01,1.000000000000000000e+00,5.384615384615384359e-01,7.137067708572765114e+05
4.444444444444444198e-01,6.028169014084506783e-01,7.692307692307692735e-01,6.038920740008645225e+05
3.333333333333333148e-01,9.211267605633802757e-01,9.230769230769231282e-01,6.375126012148325099e+05
2.222222222222222099e-01,3.504225352112675940e-01,6.153846153846154188e-01,5.644418358336186502e+05
8.888888888888888395e-01,1.042253521126760563e-01,3.076923076923077094e-01,7.847691969504636945e+05
4.444444444444444198e-01,6.929577464788731767e-02,1.000000000000000000e+00,6.743041318735133391e+05
7.777777777777777901e-01,3.442253521126760751e-01,6.923076923076922906e-01,7.240924333498311462e+05
4.444444444444444198e-01,9.802816901408450967e-02,1.000000000000000000e+00,6.742292653672725428e+05
5.555555555555555802e-01,8.557746478873239360e-01,7.692307692307692735e-01,6.778872076797520276e+05
5.555555555555555802e-01,1.678873239436619591e-01,2.307692307692307820e-01,7.020159839110985631e+05
5.555555555555555802e-01,3.211267605633802980e-01,5.384615384615384359e-01,6.744325521824719617e+05
4.444444444444444198e-01,8.281690140845070491e-01,7.692307692307692735e-02,6.378875779983786633e+05
2.222222222222222099e-01,9.802816901408450967e-02,1.538461538461538547e-01,6.038159653672726126e+05
3.333333333333333148e-01,5.278873239436620013e-01,9.230769230769231282e-01,5.727919053577650338e+05
7.777777777777777901e-01,3.228169014084507071e-01,1.000000000000000000e+00,7.275724366874628467e+05
0.000000000000000000e+00,7.476056338028168602e-01,5.384615384615384359e-01,4.607602524644241785e+05
1.000000000000000000e+00,0.000000000000000000e+00,3.076923076923077094e-01,7.981985649294311879e+05
4.444444444444444198e-01,1.678873239436619591e-01,6.153846153846154188e-01,6.697456739110985072e+05
8.888888888888888395e-01,8.281690140845070491e-01,5.384615384615384359e-01,7.470147379983788123e+05
4.444444444444444198e-01,5.487323943661971404e-01,6.923076923076922906e-01,6.063411079669728642e+05
0.000000000000000000e+00,7.476056338028168602e-01,3.076923076923077094e-01,4.611112524644241785e+05
1.000000000000000000e+00,1.723943661971830965e-01,0.000000000000000000e+00,7.991684702069425257e+05
6.666666666666666297e-01,6.929577464788731767e-02,9.230769230769231282e-01,7.349702518735133344e+05
3.333333333333333148e-01,1.000000000000000000e+00,7.692307692307692735e-01,6.784595308572765207e+05
3.333333333333333148e-01,1.723943661971830965e-01,5.384615384615384359e-01,6.347292902069425909e+05
8.888888888888888395e-01,5.318309859154929375e-01,1.538461538461538547e-01,7.180070537311212393e+05
1.000000000000000000e+00,3.211267605633802980e-01,3.076923076923077094e-01,7.724627121824719943e+05
4.444444444444444198e-01,9.802816901408450967e-02,3.846153846153846367e-01,6.756692653672725428e+05
7.777777777777777901e-01,1.000000000000000000e+00,3.076923076923077094e-01,8.007644908572765999e+05
8.888888888888888395e-01,5.645070422535211074e-01,6.153846153846154188e-01,7.150071225970786763e+05
0.000000000000000000e+00,9.211267605633802757e-01,0.000000000000000000e+00,5.173636812148325844e+05
6.666666666666666297e-01,5.391549295774648032e-01,5.384615384615384359e-01,6.679778924994892441e+05
3.333333333333333148e-01,7.070422535211267068e-01,1.538461538461538547e-01,5.763198123281041626e+05
2.222222222222222099e-01,1.723943661971830965e-01,8.461538461538461453e-01,5.964912602069425629e+05
7.777777777777777901e-01,8.281690140845070491e-01,3.846153846153846367e-01,7.242239479983786587e+05
1.000000000000000000e+00,3.442253521126760751e-01,3.846153846153846367e-01,7.676833933498312254e+05
8.888888888888888395e-01,4.969014084507042406e-01,7.692307692307692735e-01,7.206973127244100906e+05
8.888888888888888395e-01,3.583098591549295775e-01,5.384615384615384359e-01,7.445541281415536068e+05
6.666666666666666297e-01,5.391549295774648032e-01,6.923076923076922906e-01,6.676538924994892441e+05
2.222222222222222099e-01,7.476056338028168602e-01,6.923076923076922906e-01,5.444040924644242041e+05
5.555555555555555802e-01,6.028169014084506783e-01,2.307692307692307820e-01,6.365918640008645598e+05
6.666666666666666297e-01,9.211267605633802757e-01,7.692307692307692735e-01,7.333615212148325518e+05
0.000000000000000000e+00,9.802816901408450967e-02,7.692307692307692735e-01,5.190476653672725661e+05
6.666666666666666297e-01,2.287323943661971892e-01,9.230769230769231282e-01,7.201991149412771920e+05
0.000000000000000000e+00,0.000000000000000000e+00,5.384615384615384359e-01,5.129211549294312135e+05
2.222222222222222099e-01,8.281690140845070491e-01,1.000000000000000000e+00,5.638299979983787052e+05
4.444444444444444198e-01,6.929577464788731767e-02,3.846153846153846367e-01,6.757441318735133391e+05
4.444444444444444198e-01,3.442253521126760751e-01,9.230769230769231282e-01,6.370789933498312021e+05
1.111111111111111049e-01,5.143661971830986168e-01,6.153846153846154188e-01,4.968798812369471998e+05
1.111111111111111049e-01,1.723943661971830965e-01,8.461538461538461453e-01,5.560572302069425350e+05
2.222222222222222099e-01,5.645070422535211074e-01,7.692307692307692735e-01,5.329031025970787741e+05
8.888888888888888395e-01,4.281690140845070131e-02,2.307692307692307820e-01,7.837579618052800652e+05
3.333333333333333148e-01,5.391549295774648032e-01,1.000000000000000000e+00,5.715560324994892580e+05
4.444444444444444198e-01,5.143661971830986168e-01,7.692307692307692735e-01,6.092378612369471230e+05
6.666666666666666297e-01,7.408450704225352235e-01,6.923076923076922906e-01,6.760894987274452578e+05
2.222222222222222099e-01,5.391549295774648032e-01,0.000000000000000000e+00,5.357344124994892627e+05
1.111111111111111049e-01,4.281690140845070131e-02,2.307692307692307820e-01,5.621006518052800093e+05
1.000000000000000000e+00,3.622535211267605693e-01,0.000000000000000000e+00,7.643883718136714306e+05
6.666666666666666297e-01,8.557746478873239360e-01,8.461538461538461453e-01,7.065594076797519810e+05
5.555555555555555802e-01,9.802816901408450967e-02,9.230769230769231282e-01,7.061464153672725661e+05
5.555555555555555802e-01,2.287323943661971892e-01,5.384615384615384359e-01,6.923650849412771640e+05
2.222222222222222099e-01,1.678873239436619591e-01,7.692307692307692735e-01,5.972670539110985119e+05
3.333333333333333148e-01,7.476056338028168602e-01,0.000000000000000000e+00,5.829050124644242460e+05
2.222222222222222099e-01,5.391549295774648032e-01,6.153846153846154188e-01,5.350144124994892627e+05
7.777777777777777901e-01,7.549295774647887258e-01,1.000000000000000000e+00,7.038714299192636972e+05
1.111111111111111049e-01,7.070422535211267068e-01,9.230769230769231282e-01,4.967569323281040997e+05
5.555555555555555802e-01,5.318309859154929375e-01,5.384615384615384359e-01,6.397777037311212625e+05
1.111111111111111049e-01,5.487323943661971404e-01,1.538461538461538547e-01,4.944256579669729108e+05
5.555555555555555802e-01,4.884507042253521392e-01,0.000000000000000000e+00,6.451250647340297000e+05
0.000000000000000000e+00,9.211267605633802757e-01,9.230769230769231282e-01,5.158516812148325844e+05
7.777777777777777901e-01,6.028169014084506783e-01,2.307692307692307820e-01,6.913534440008645179e+05
8.888888888888888395e-01,3.442253521126760751e-01,5.384615384615384359e-01,7.473819133498312440e+05
5.555555555555555802e-01,3.442253521126760751e-01,1.538461538461538547e-01,6.702324733498311834e+05
0.000000000000000000e+00,4.969014084507042406e-01,1.000000000000000000e+00,4.544553527244100696e+05
6.666666666666666297e-01,1.000000000000000000e+00,6.153846153846154188e-01,7.742742508572766092e+05
3.333333333333333148e-01,7.070422535211267068e-01,6.923076923076922906e-01,5.755008123281041626e+05
8.888888888888888395e-01,5.278873239436620013e-01,9.230769230769231282e-01,7.169260053577651270e+05
3.333333333333333148e-01,9.870422535211267334e-01,2.307692307692307820e-01,6.721378904500827193e+05
4.444444444444444198e-01,8.281690140845070491e-01,9.230769230769231282e-01,6.364025779983786633e+05
8.888888888888888395e-01,1.723943661971830965e-01,5.384615384615384359e-01,7.785794402069426142e+05
